product_name,description_link
LifeCycle Manager,https://help.sap.com/docs/LIFECYCLE_MANAGER
Portal Integration Kits,https://help.sap.com/docs/PORTAL_INTEGRATION_KITS
Rapid Marts,https://help.sap.com/docs/RAPID_MARTS
integration option for Microsoft Office SharePoint software,https://help.sap.com/docs/INTEGRATION_OPTION_FOR_MICROSOFT_OFFICE_SHAREPOINT_SOFTWARE
SAP BusinessObjects Business Intelligence Platform,https://help.sap.com/docs/SAP_BUSINESSOBJECT_BUSINESS_INTELLIGENCE_PLATFORM
BI Widgets,https://help.sap.com/docs/BI_WIDGETS
SAP BusinessObjects Dashboards,https://help.sap.com/docs/SAP_BUSINESSOBJECTS_DASHBOARDS
Dashboards and Analytics,https://help.sap.com/docs/DASHBOARDS_AND_ANALYTICS
SAP BusinessObjects Design Studio,https://help.sap.com/docs/SAP_BUSINESSOBJECTS_DESIGN_STUDIO
SAP BusinessObjects Explorer,https://help.sap.com/docs/SAP_BUSINESSOBJECTS_EXPLORER
Polestar,https://help.sap.com/docs/POLESTAR
SAP BusinessObjects Financial Information Management,https://help.sap.com/docs/SAP_BUSINESSOBJECTS_FINANCIAL_INFORMATION_MANAGEMENT
SAP BusinessObjects Financial Information Management,https://help.sap.com/docs/SAP_BUSINESSOBJECTS_FINANCIAL_INFORMATION_MANAGEMENT
SAP BusinessObjects Intercompany,https://help.sap.com/docs/SAP_BUSINESSOBJECTS_INTERCOMPANY
SAP BusinessObjects Live Office,https://help.sap.com/docs/SAP_BUSINESSOBJECTS_LIVE_OFFICE
SAP BusinessObjects Predictive Workbench by IBM,https://help.sap.com/docs/SAP_BUSINESSOBJECTS_PREDICTIVE_WORKBENCH_BY_IBM
SAP BusinessObjects Profitability and Cost Management 10.0,https://help.sap.com/docs/SAP_PROFITABILITY_AND_COST_MANAGEMENT
SAP BusinessObjects Profitability and Cost Management 10.0,https://help.sap.com/docs/SAP_PROFITABILITY_AND_COST_MANAGEMENT
SAP CRM Service Manager,https://help.sap.com/docs/SAP_CRM_SERVICE_MANAGER
SAP CRM Service Manager,https://help.sap.com/docs/SAP_CRM_SERVICE_MANAGER
SAP CX AI Toolkit,https://help.sap.com/docs/CX_AI_Toolkit
CXAI,https://help.sap.com/docs/CXAI
Candidate Pipeline,https://help.sap.com/docs/CPS
SAP Capital Yield Tax Management,https://help.sap.com/docs/SAP_CAPITAL_YIELD_TAX_MANAGEMENT
SAP Capital Yield Tax Management for Banking,https://help.sap.com/docs/SAP_CAPITAL_YIELD_TAX_MANAGEMENT_FOR_BANKING
SAP Capital Yield Tax Management for Banking for SAP S/4HANA,https://help.sap.com/docs/SAP_CAPITAL_YIELD_TAX_MGMT_FOR_BANKING_FOR_SAP_S4HANA
Card Management,https://help.sap.com/docs/Card_Management
"SAP Cash Application, add-on for contract accounting",https://help.sap.com/docs/SAP_CASH_APPLICATION_FOR_CONTRACT_ACCOUNTING
SAP Cell and Gene Therapy Orchestration,https://help.sap.com/docs/SAP_CGT_ORCH
SAP Central Finance Master Data Replication by insightsoftware for SAP S/4HANA,https://help.sap.com/docs/SAP_CENTRAL_FINANCE_DATA_HARMONIZATION_BY_MAGNITUDE
SAP Central Finance Transaction Replication by insightsoftware for SAP S/4HANA,https://help.sap.com/docs/SAP_CENTRAL_FINANCE_TRANSACTION_REPLICATION_BY_MAGNITUDE
SAP Change Impact Analysis by Tricentis,https://help.sap.com/docs/SAP_CHANGE_IMPACT_ANALYSIS_BY_TRICENTIS
SAP Channel Program Management by Vistex,https://help.sap.com/docs/SAP_CPM_BY_VISTEX
SAP Claims Management for SAP ERP,https://help.sap.com/docs/SAP_CLAIMS_MANAGEMENT_FOR_SAP_ERP
Insurance Claims Management,https://help.sap.com/docs/CLAIMS_MANAGEMENT
SAP Cloud ALM,https://help.sap.com/docs/CloudALM
SAP Cloud ALM,https://help.sap.com/docs/CloudALM
SAP Cloud Appliance Library,https://help.sap.com/docs/SAP_CLOUD_APPLIANCE_LIBRARY
SAP Cloud Application Event Hub,https://help.sap.com/docs/INTG_SUITE_EB
SAP Cloud Application Programming Model,https://help.sap.com/docs/SAP_CAP
SAP Cloud Applications Studio,https://help.sap.com/docs/SAP_CLOUD_APPLICATIONS_STUDIO
SAP Cloud Identity Access Governance,https://help.sap.com/docs/SAP_CLOUD_IDENTITY_ACCESS_GOVERNANCE
SAP Cloud Identity Access Governance,https://help.sap.com/docs/SAP_CLOUD_IDENTITY_ACCESS_GOVERNANCE
SAP Cloud Identity Services,https://help.sap.com/docs/SAP_CLOUD_IDENTITY
SAP Cloud Logging,https://help.sap.com/docs/SAP_CLOUD_LOGGING
SAP Cloud Platform,https://help.sap.com/docs/CP
SAP Cloud SDK,https://help.sap.com/docs/SAP_CLOUD_SDK
SAP Cloud for Energy,https://help.sap.com/docs/SAP_Cloud_for_Energy
SAP Cloud for Real Estate,https://help.sap.com/docs/SAP_CLOUD_FOR_REAL_ESTATE
SAP Cloud for Real Estate,https://help.sap.com/docs/SAP_CLOUD_FOR_REAL_ESTATE
SAP Utilities Core Foundation,https://help.sap.com/docs/Cloud_for_Utilities_Foundation
SAP Utilities Core Foundation,https://help.sap.com/docs/Cloud_for_Utilities_Foundation
SAP CoPilot,https://help.sap.com/docs/SAP_COPILOT
SAP Collaboration Manager,https://help.sap.com/docs/SAP%20Collaboration%20Manager
SAP Collections and Disbursements for Insurance,https://help.sap.com/docs/SAP_Collections_and_Disbursements_for_Insurance
"SAP Collections and Disbursements for Insurance, as Part of SAP ERP","https://help.sap.com/docs/SAP_COLLECTIONS_AND_DISBURSEMENTS_FOR_INSURANCE,_AS_PART_OF_SAP_ERP"
SAP Commerce,https://help.sap.com/docs/SAP_COMMERCE
"SAP Commerce Cloud, Financial Services Accelerator",https://help.sap.com/docs/FINANCIAL_SERVICES_ACCELERATOR
"SAP Commerce Cloud, Telco and Utilities Accelerator",https://help.sap.com/docs/TELCO_ACCELERATOR
SAP Commerce integration with SAP CRM,https://help.sap.com/docs/SAP_COMMERCE_CRM
"SAP Commerce, integration package for SAP for Retail",https://help.sap.com/docs/IPR
SAP Commerce Cloud in the Public Cloud,https://help.sap.com/docs/SAP_COMMERCE_CLOUD_PUBLIC_CLOUD
SAP Commerce Cloud on SAP Infrastructure,https://help.sap.com/docs/SAP_COMMERCE_CLOUD_HOSTED
"SAP Commerce Cloud, Citizen Engagement Accelerator",https://help.sap.com/docs/CITIZEN_ENGAGEMENT_ACCELERATOR
"SAP Commerce Cloud, Context-Driven Services",https://help.sap.com/docs/CONTEXT-DRIVEN_SERVICES
"SAP Commerce Cloud, Integration Extension Pack",https://help.sap.com/docs/SAP_COMMERCE_INTEGRATIONS
"SAP Commerce Cloud, Travel Accelerator",https://help.sap.com/docs/TRAVEL_ACCELERATOR
Intelligent Selling Services for SAP Commerce Cloud,https://help.sap.com/docs/INTELLIGENT_SELLING_SERVICES
SAP Solution Sales Configuration for SAP Commerce Cloud,https://help.sap.com/docs/SAP_SOL_SALES_CONFIG_OD
"SAP Commerce Cloud, Open Payment Framework",https://help.sap.com/docs/OPEN_PAYMENT_FRAMEWORK
"SAP Commerce Cloud, Search Service",https://help.sap.com/docs/SEARCH_SERVICE
"SAP Commerce Cloud, composable storefront",https://help.sap.com/docs/SAP_COMMERCE_COMPOSABLE_STOREFRONT
"SAP Commerce Cloud, composable storefront, citizen engagement accelerator",https://help.sap.com/docs/COMPOSABLE_STOREFRONT_CEA
"SAP Commerce Cloud, composable storefront, financial services accelerator",https://help.sap.com/docs/SAP_COMPOSABLE_STOREFRONT_FSA
"SAP Commerce Cloud, composable storefront, telco and utilities accelerator",https://help.sap.com/docs/COMPOSABLE_STOREFRONT_TUA
"SAP Commerce Cloud, localization for China",https://help.sap.com/docs/LOCALIZATION_FOR_CHINA
SAP Commerce Marketplace Management by Mirakl,https://help.sap.com/docs/SAP_COMMERCE_MARKETPLACE_MANAGEMENT_BY_MIRAKL
Commerce Technology Preview,https://help.sap.com/docs/COMMERCE_TECHNOLOGY_PREVIEW
SAP Commercial Project Management,https://help.sap.com/docs/SAP_COMMERCIAL_PROJECT_MANAGEMENT
SAP Commercial Project Management for SAP S/4HANA,https://help.sap.com/docs/SAP_COMMERCIAL_PROJECT_MANAGEMENT_S4H
SAP Complaint Handling,https://help.sap.com/docs/SAP_CMH
SAP Complex Assembly Manufacturing,https://help.sap.com/docs/SAP_COMPLEX_ASSEMBLY_MANUFACTURING
SAP Complex Assembly Manufacturing for Defense and Security,https://help.sap.com/docs/SAP_COMPLEX_ASSEMBLY_MANUFACTURING_FOR_DEFENSE_AND_SECURITY
SAP Complex Manufacturing Accelerator,https://help.sap.com/docs/SAP_COMPLEX_MANUFACTURING_ACCELERATOR
SAP Concur,https://help.sap.com/docs/SAP_CONCUR
SAP Concur Digital Receipt Repository Integration,https://help.sap.com/docs/CONCUR_DIGITAL_RECEIPT_REPOSITORY_INTEGRATION
Concur Integration for ADP,https://help.sap.com/docs/CONCUR_ADP_INTEGRATION
Concur Invoice,https://help.sap.com/docs/CONCUR_INVOICE
SAP Concur Transparency Report,https://help.sap.com/docs/CONCUR_TRANSPARENCY_REPORT
Concur Expense,https://help.sap.com/docs/CONCUR_EXPENSE
Concur Request,https://help.sap.com/docs/CONCUR_REQUEST
Concur Travel,https://help.sap.com/docs/CONCUR_TRAVEL
"SAP Configure, Price, and Quote for Solution Sales Configuration",https://help.sap.com/docs/SAP_CONFIGURE_PRICE_AND_QUOTE_FOR_SOLUTION_SALES_CONFIGURATION
SAP Solution Sales Configuration,https://help.sap.com/docs/SAP_SOLUTION_SALES_CONFIGURATION
Connector for SAP Multi-Bank Connectivity,https://help.sap.com/docs/CONNECTOR_FOR_SAP_MULTI-BANK_CONNECTIVITY
SAP Consumer Insight 365,https://help.sap.com/docs/SAP_CONSUMER_INSIGHT_365
SAP Consumer Sales Intelligence,https://help.sap.com/docs/CSI
SAP Contact Center,https://help.sap.com/docs/SAP_CONTACT_CENTER
"SAP Content Management Core by OpenText, cloud edition",https://help.sap.com/docs/SAP_CONTENT_MANAGEMENT_CORE
SAP Content to Go,https://help.sap.com/docs/SAP_CONTENT_TO_GO
SAP Contract Accounts Receivable and Payable for SAP ERP,https://help.sap.com/docs/SAP_CONTRACT_ACCOUNTS_RECEIVABLE_AND_PAYABLE_FOR_SAP_ERP
"SAP Convergent Mediation by DigitalRoute, public cloud edition",https://help.sap.com/docs/SAP_CM_BY_DIGITALROUTE_PCE
SAP Corporate Connectivity for Banking,https://help.sap.com/docs/SAP_CORPORATE_CONNECTIVITY_FOR_BANKING
SAP Corporate Connectivity for Banking,https://help.sap.com/docs/SAP_CORPORATE_CONNECTIVITY_FOR_BANKING
SAP Corporate Serialization,https://help.sap.com/docs/SAP_CORPORATE_SERIALIZATION
Cross Applications,https://help.sap.com/docs/BS_CA
SAP Cross-Channel Order Management for Retail,https://help.sap.com/docs/SAP_CROSS-CHANNEL_ORDER_MANAGEMENT_FOR_RETAIL
SAP Crystal Reports,https://help.sap.com/docs/SAP_CRYSTAL_REPORTS
SAP Crystal Reports Viewer,https://help.sap.com/docs/SAP_CRYSTAL_REPORTS_VIEWER
SAP Crystal Reports for Enterprise,https://help.sap.com/docs/SAP_CRYSTAL_REPORTS_FOR_ENTERPRISE
"SAP Crystal Reports, Developer Version for Microsoft Visual Studio","https://help.sap.com/docs/SAP_CRYSTAL_REPORTS,_DEVELOPER_VERSION_FOR_MICROSOFT_VISUAL_STUDIO"
Universe Designer,https://help.sap.com/docs/UNIVERSE_DESIGNER
Crystal Reports Server Embedded,https://help.sap.com/docs/CRYSTAL_REPORTS_SERVER_EMBEDDED
SAP Crystal Server,https://help.sap.com/docs/SAP_CRYSTAL_SERVER
SAP Assortment Planning for Retail,https://help.sap.com/docs/SAP_ASSORTMENT_PLANNING_FOR_RETAIL
SAP Customer Activity Repository,https://help.sap.com/docs/SAP_CUSTOMER_ACTIVITY_REPOSITORY
SAP Customer Activity Repository applications bundle,https://help.sap.com/docs/CARAB
SAP Customer Activity Repository retail applications bundle,https://help.sap.com/docs/SAP_CUSTOMER_ACTIVITY_REPOSITORY_RETAIL_APPLICATIONS_BUNDLE
SAP Merchandise Planning for Retail,https://help.sap.com/docs/SAP_MERCHANDISE_PLANNING_FOR_RETAIL
Customer Center of Expertise,https://help.sap.com/docs/CCOE
SAP Customer Checkout,https://help.sap.com/docs/SAP_CUSTOMER_CHECKOUT
SAP Customer Data Cloud,https://help.sap.com/docs/SAP_CUSTOMER_DATA_CLOUD
SAP Customer Data Platform,https://help.sap.com/docs/SAP_CUSTOMER_DATA_PLATFORM
SAP Customer Experience,https://help.sap.com/docs/SAP_CX
SAP Customer Experience > Artificial Intelligence,https://help.sap.com/docs/CX_ARTIFICIAL_INTELLIGENCE
SAP Customer Experience > Customer Data,https://help.sap.com/docs/CUSTOMER_DATA_MANAGEMENT
SAP Customer Experience > Customer Service,https://help.sap.com/docs/SERVICE
SAP Customer Experience > E-Commerce,https://help.sap.com/docs/COMMERCE
SAP Customer Experience > Marketing,https://help.sap.com/docs/MARKETING
SAP Customer Experience > Sales Automation,https://help.sap.com/docs/SALES
SAP Customer Experience Solutions for Utilities,https://help.sap.com/docs/SAP_CX_FOR_UTILITIES
"SAP Customer Guide, mobile app",https://help.sap.com/docs/SAP_CUSTOMER_GUIDE_MOBILE_APP
SAP Customer Order Sourcing,https://help.sap.com/docs/SAP_CUSTOMER_ORDER_SOURCING
SAP Customer Relationship Management,https://help.sap.com/docs/SAP_CUSTOMER_RELATIONSHIP_MANAGEMENT
"SAP Customer Relationship Management 7.0 EHP2, version for SAP HANA",https://help.sap.com/docs/SAP_CUSTOMER_RELATIONSHIP_MANAGEMENT_FOR_HANA
"SAP Customer Relationship Management, country-specifics","https://help.sap.com/docs/SAP_CUSTOMER_RELATIONSHIP_MANAGEMENT,_COUNTRY-SPECIFICS"
"Desktop Connection for SAP CRM, enterprise edition 1.0 SP03",https://help.sap.com/docs/DESKCON_CRM_EE
"Desktop Connection for SAP CRM, professional edition",https://help.sap.com/docs/DESKCON_CRM_PE
SAP Solution Sales and Billing,https://help.sap.com/docs/SAP_SOLUTION_SALES_AND_BILLING
DBA Cockpit for SAP IQ,https://help.sap.com/docs/SAP%20IQ
SAP Dairy Management by msg,https://help.sap.com/docs/SAP_DAIRY_MANAGEMENT_BY_MSG
SAP Dairy Management by msg for SAP S/4HANA,https://help.sap.com/docs/SAP_DAIRY_MANAGEMENT_BY_MSG_FOR_SAP_S4HANA
Data Access and Export​,https://help.sap.com/docs/CONCUR_TAX_AUDIT_ASSISTANT
SAP Data Custodian,https://help.sap.com/docs/SAP_DATA_CUSTODIAN
"SAP Data Custodian, add-on for SAP ERP",https://help.sap.com/docs/SAP_DATA_CUSTODIAN_ADD_ON_ERP
"SAP Data Custodian, add-on for SAP S/4HANA",https://help.sap.com/docs/SAP_DATA_CUSTODIAN_ADD_ON_S4HANA
SAP Data Hub,https://help.sap.com/docs/SAP_DATA_HUB
Data Ingestion for Industry Cloud Solutions,https://help.sap.com/docs/DI_ICS
SAP Data Intelligence,https://help.sap.com/docs/SAP_DATA_INTELLIGENCE_ON-PREMISE
SAP Data Intelligence Cloud,https://help.sap.com/docs/SAP_DATA_INTELLIGENCE
"SAP Data Maintenance by Vistex, pricing option for SAP S/4HANA",https://help.sap.com/docs/SAP_DM_BY_VISTEX_PRICING_OPTION_FOR_S4HANA
"SAP Data Maintenance by Vistex, resource option for SAP S/4HANA",https://help.sap.com/docs/SAP_DM_BY_VISTEX_RESOURCE_OPTION_FOR_S4HANA
SAP Data Mapping and Protection by BigID,https://help.sap.com/docs/SAP_DATA_MAPPING_AND_PROTECTION
SAP Data Migration by Syniti,https://help.sap.com/docs/SAP_DATA_MIGRATION_BY_SYNITI
SAP Privacy Governance,https://help.sap.com/docs/SAP_Privacy_Governance
SAP Privacy Governance,https://help.sap.com/docs/SAP_Privacy_Governance
SAP Data Quality Management SDK,https://help.sap.com/docs/SAP_DATA_QUALITY_MANAGEMENT_SDK
"SAP Data Quality Management, microservices for location data",https://help.sap.com/docs/SAP_Data_Quality_Management_microservices_for_location_data
"SAP Data Quality Management, version for SAP solutions",https://help.sap.com/docs/SAP_DATA_QUALITY_MANAGEMENT_VERSION_FOR_SAP_SOLUTIONS
SAP Data Services,https://help.sap.com/docs/SAP_DATA_SERVICES
SAP Datasphere,https://help.sap.com/docs/SAP_DATASPHERE
"SAP Datasphere, SAP BW Bridge",https://help.sap.com/docs/SAP_BW_BRIDGE
SAP Dealer Business Management,https://help.sap.com/docs/SAP_DEALER_BUSINESS_MANAGEMENT
SAP Dealer Business Management,https://help.sap.com/docs/SAP_DEALER_BUSINESS_MANAGEMENT
Decentralized Identity Verification,https://help.sap.com/docs/DECENTRALIZED_IDENTITY_VERIFICATION
SAP Decision Service Management,https://help.sap.com/docs/SAP_DECISION_SERVICE_MANAGEMENT
SAP Defense MILSTRIP Purchasing,https://help.sap.com/docs/SAP_DEFENSE_MILSTRIP_PURCHASING
SAP Demand Signal Management,https://help.sap.com/docs/SAP_DEMAND_SIGNAL_MANAGEMENT
"SAP Demand Signal Management, add-on for marketing analytics",https://help.sap.com/docs/SAP_DEMAND_SIGNAL_MANAGEMENT_ADDON_FOR_MARKETING_ANALYTICS
"SAP Demand Signal Management, version for SAP BW/4HANA",https://help.sap.com/docs/SAP_DEMAND_SIGNAL_MANAGEMENT_VERSION_FOR_SAP_BW_4HANA
SAP Deposits Management,https://help.sap.com/docs/SAP_DEPOSITS_MANAGEMENT
Design to Operate Business Process,https://help.sap.com/docs/D2O
SAP Deskless Worker Experience add-on by WorkForce Software,https://help.sap.com/docs/SAP_DESKLESS_WORKER_EXPERIENCE_ADD_ON_BY_WORKFORCE_SOFTWARE
SAP Digital Asset Management by OpenText,https://help.sap.com/docs/SAP_DIGITAL_ASSET_MANAGEMENT_BY_OPENTEXT
Digital Compliance Service for India,https://help.sap.com/docs/Digital_Compliance_India
SAP Digital Currency Hub,https://help.sap.com/docs/SAP_DIGITAL_CURRENCY_HUB
SAP Digital Manufacturing,https://help.sap.com/docs/SAP_DIGITAL_MANUFACTURING
SAP Digital Payments Add-On,https://help.sap.com/docs/DIGITALPAYMENTS
"SAP Digital Supply Chain Management, edition for SAP S/4HANA",https://help.sap.com/docs/SAP_DIGITAL_SUPPLY_CHAIN_MANAGEMENT_EDITION_S4HANA
SAP Digital Vehicle Hub,https://help.sap.com/docs/SAP_DIGITAL_VEHICLE_HUB
SAP Digital Vehicle Operations,https://help.sap.com/docs/SAP_DVO
SAP Digital Vehicle Suite,https://help.sap.com/docs/SAP_DIGITAL_VEHICLE_SUITE
SAP Direct Store Delivery,https://help.sap.com/docs/SAP_DIRECT_STORE_DELIVERY
SAP Disclosure Management,https://help.sap.com/docs/SAP_DISCLOSURE_MANAGEMENT
SAP Document Center for the Neo Environment,https://help.sap.com/docs/SAP_Document_Center
"SAP Document and Reporting Compliance, inbound invoicing option for Brazil",https://help.sap.com/docs/DC_NFe
"SAP Document and Reporting Compliance, inbound invoicing option for Brazil",https://help.sap.com/docs/DC_NFe
SAP Document Presentment by OpenText,https://help.sap.com/docs/SAP%20DOC.%20PRESENTMENT%20BY%20OT
"SAP Document and Reporting Compliance, Cloud Edition",https://help.sap.com/docs/SAP_DRC_CLOUD
SAP Dynamic Authorization Management,https://help.sap.com/docs/SAP_DYNAMIC_AUTHORIZATION_MANAGEMENT
"SAP Dynamic Authorization Management 7.8 by NextLabs, Advanced Edition",https://help.sap.com/docs/NextLabs
SAP Dynamic Forms,https://help.sap.com/docs/SAP_DYNAMIC_FORMS
SAP Dynamic Pricing by GK,https://help.sap.com/docs/SAP_DYNAMIC_PRICING_BY_GK
SAP E-Mobility,https://help.sap.com/docs/SAP_E_MOBILITY
SAP E-Recruiting for SAP S/4HANA,https://help.sap.com/docs/SAP_S4HANA_ERECRUITING
EANCOM D01B Implementation Guides,https://help.sap.com/docs/EANCOM_D01B
EANCOM D3 Implementation Guides,https://help.sap.com/docs/EANCOM_D3
EANCOM D96A Implementation Guides,https://help.sap.com/docs/EANCOM_D96A
EDIFACT D01B Implementation Guides,https://help.sap.com/docs/EDIFACT_D01B
EDIFACT D3 Implementation Guides,https://help.sap.com/docs/EDIFACT_D3
EDIFACT D96A Implementation Guides,https://help.sap.com/docs/EDIFACT_D96A
SAP EEG Billing for German Electricity Feed,https://help.sap.com/docs/SAP_EEG_BILLING_FOR_GERMAN_ELECTRICITY_FEED
MEDIABOOK_SAP_KNOWLEDGE,https://help.sap.com/docs/mediaBook
MEDIABOOK_SAP_KNOWLEDGE,https://help.sap.com/docs/mediaBook
"SAP EPM solutions, add-in for Microsoft Office",https://help.sap.com/docs/EPM_ADDIN
Advanced MD04,https://help.sap.com/docs/SCMCSMD4
Discontinuation Control Monitor,https://help.sap.com/docs/SCMCSDCC
SAP ERP,https://help.sap.com/docs/SAP_ERP
SAP ERP Central Component,https://help.sap.com/docs/SAP_ERP_CENTRAL_COMPONENT
SAP ERP Connector for SAP Advanced Financial Closing,https://help.sap.com/docs/SAP_ERP_CONNECTOR_FOR_ADVANCED_FINANCIAL_CLOSING
SAP ERP Financial Accounting and Operations,https://help.sap.com/docs/SAP_ERP_FINANCIAL_ACCOUNTING_AND_OPERATIONS
SAP ERP HCM,https://help.sap.com/docs/ERP_HCM
"SAP ERP HCM, Localization for Brazil Public Sector","https://help.sap.com/docs/SAP_ERP_HCM,_LOCALIZATION_FOR_BRAZIL_PUBLIC_SECTOR"
"SAP ERP HCM, localization for Saudi Arabia and United Arab Emirates","https://help.sap.com/docs/SAP_ERP_HCM,_LOCALIZATION_FOR_SAUDI_ARABIA_AND_UNITED_ARAB_EMIRATES"
"SAP ERP HCM, localization for Spain public sector","https://help.sap.com/docs/SAP_ERP_HCM,_LOCALIZATION_FOR_SPAIN_PUBLIC_SECTOR"
SAP ERP client for E-Bilanz,https://help.sap.com/docs/SAP_ERP_CLIENT_FOR_E-BILANZ
"SAP ERP, Add-On for Embedded Production Planning and Detailed Scheduling","https://help.sap.com/docs/SAP_ERP,_ADD-ON_FOR_EMBEDDED_PRODUCTION_PLANNING_AND_DETAILED_SCHEDULING"
"SAP ERP, Add-on for Embedded PP/DS",https://help.sap.com/docs/SAP_ERP_ADDON_EMB_PPDS
"SAP ERP, country-specifics",https://help.sap.com/docs/SAP_ERP_COUNTRY-SPECIFICS
"SAP ERP, localization extension for the Republic of Belarus by EPAM",https://help.sap.com/docs/SAP_ERP_LOC_EXT_BELARUS_BY_EPAM
"SAP ERP, supply chain integration add-on for SAP Integrated Business Planning",https://help.sap.com/docs/SAP_ERP_SUPPLYCHAIN_INTEGRATION_ADDON_FOR_SAP_INTEGRATED_BUSINESS_PLANNING
SAP ERP HCM HR Support Package Versions,https://help.sap.com/docs/ERP_HCM_SPV
SAP ERP Mobile Add-On,https://help.sap.com/docs/SAP_MOBILE_ADD_ON
SAP Integration of SAP Easy Document Management System for S/4HANA,https://help.sap.com/docs/SAP_INTEGRATION_OF_SAP_EASY_DMS_S4HANA
SAP Integration of SAP Easy Document Management System for S/4HANA,https://help.sap.com/docs/SAP_INTEGRATION_OF_SAP_EASY_DMS_S4HANA
Edge Lifecycle Management,https://help.sap.com/docs/EDGE_LIFECYCLE_MANAGEMENT
SAP Electronic Invoicing for Brazil,https://help.sap.com/docs/SAP_ELECTRONIC_INVOICING_FOR_BRAZIL
SAP Electronic Invoicing for Brazil for SAP S/4HANA,https://help.sap.com/docs/SAP_ELECTRONIC_INVOICING_FOR_BRAZIL_FOR_SAP_S_4HANA
SAP Nota Fiscal Eletronica,https://help.sap.com/docs/SAP_Nota_Fiscal_Eletronica
SAP Emarsys,https://help.sap.com/docs/SAP_EMARSYS
SAP Emarsys,https://help.sap.com/docs/SAP_EMARSYS_CUSTOMER_ENGAGEMENT
SAP Emarsys Account Engagement,https://help.sap.com/docs/SAP_EMARSYS_ACCOUNT_ENGAGEMENT
SAP Employee Experience Management Solutions by Qualtrics,https://help.sap.com/docs/SAP_EMPLOYEE_EXPERIENCE_MANAGEMENT_SOLUTIONS_BY_QUALTRICS
SAP Employee File Management by OpenText,https://help.sap.com/docs/EFM_BY_OT
SAP Employee File Management by OpenText,https://help.sap.com/docs/EMPLOYEE_FILE_MANAGEMENT_BY_OPENTEXT
SAP Employee Lookup 2.3,https://help.sap.com/docs/SAP%20Employee%20Lookup%202.3
SAP Enable Now,https://help.sap.com/docs/SAP_ENABLE_NOW
"SAP Energy Data Management, add-on for gas regulatory compliance by PROLOGA","https://help.sap.com/docs/SAP_ENERGY_DATA_MANAGEMENT,_ADD-ON_FOR_GAS_REGULATORY_COMPLIANCE_BY_PROLOGA"
"SAP Energy Data Management, add-on for gas regulatory compliance by PROLOGA","https://help.sap.com/docs/SAP_ENERGY_DATA_MANAGEMENT,_ADD-ON_FOR_GAS_REGULATORY_COMPLIANCE_BY_PROLOGA"
SAP Energy Portfolio Management,https://help.sap.com/docs/SAP_ENERGY_PORTFOLIO_MANAGEMENT
SAP Engineering Control Center,https://help.sap.com/docs/SAP_ENGINEERING_CONTROL_CENTER
SAP Engineering Control Center Interface to AutoCAD,https://help.sap.com/docs/SAP_ECTR_INTERFACE_TO_AUTOCAD
SAP Engineering Control Center Interface to CATIA V5,https://help.sap.com/docs/SAP_ECTR_INTERFACE_TO_CATIA_V5
SAP Engineering Control Center Interface to ECAD,https://help.sap.com/docs/SAP_ECTR_INTERFACE_TO_ECAD
SAP Engineering Control Center Interface to EPLAN,https://help.sap.com/docs/SAP_ECTR_INTERFACE_TO_EPLAN
SAP Engineering Control Center Interface to Inventor,https://help.sap.com/docs/SAP_ECTR_INTERFACE_TO_INVENTOR
SAP Engineering Control Center Interface to NX,https://help.sap.com/docs/SAP_ECTR_INTERFACE_TO_NX
SAP Engineering Control Center Interface to PTC Creo,https://help.sap.com/docs/SAP_ECTR_INTERFACE_TO_PTC_CREO
SAP Engineering Control Center Interface to Solid Edge,https://help.sap.com/docs/SAP_ECTR_INTERFACE_TO_SOLIDEDGE
SAP Engineering Control Center Interface to SolidWorks,https://help.sap.com/docs/SAP_ECTR_INTERFACE_TO_SOLIDWORKS
SAP Engineering Control Center for SAP S/4HANA,https://help.sap.com/docs/SAP_ENGINEERING_CONTROL_CENTER_S4HANA
SAP Engineering Control Center for Team Data Management Integration,https://help.sap.com/docs/SAP_ENGINEERING_CONTROL_CENTER_FOR_TEAM_DATA_MANAGEMENT_INTEGRATION
SAP Engineering Control Center for Team Data Management Integration for SAP S/4HANA,https://help.sap.com/docs/SAP_ENGINEERING_CONTROL_CENTER_FOR_TEAM_DATA_MANAGEMENT_INTEGRATION_FOR_SAP_S4HANA
SAP Enhanced Maintenance and Service Planning,https://help.sap.com/docs/SAP_ENHANCED_MAINTENANCE_AND_SERVICE_PLANNING
"SAP Enterprise Architecture Designer, Cloud Edition",https://help.sap.com/docs/EAD_CLOUD
"SAP Enterprise Architecture Designer, Edition for SAP HANA",https://help.sap.com/docs/EAD_HANA
SAP Enterprise Architecture Framework,https://help.sap.com/docs/SAP_ENTERPRISE_ARCHITECTURE_FRAMEWORK
"SAP Enterprise Asset Management, add-on for MRO by HCL for SAP S/4HANA",https://help.sap.com/docs/S4_IMRO_BY_HCL
"SAP Enterprise Asset Management, add-on for MRO by HCL for SAP S/4HANA",https://help.sap.com/docs/S4_IMRO_BY_HCL
SAP Enterprise Chatbot,https://help.sap.com/docs/SAP%20Enterprise%20Chatbot
SAP Enterprise Continuous Testing by Tricentis,https://help.sap.com/docs/SAP_ENTERPRISE_CONTINUOUS_TESTING_BY_TRICENTIS
SAP Enterprise Digital Management,https://help.sap.com/docs/SAP_ENTERPRISE_DIGITAL_MANAGEMENT
